periodo,destino,exportaciones_musd,continente,subregion,pais
2023-10-01,América. América del Sur. Argentina,83.003835713,América,América del Sur,Argentina
2023-11-01,América. América del Sur. Argentina,59.713474321,América,América del Sur,Argentina
2023-12-01,América. América del Sur. Argentina,53.187110295,América,América del Sur,Argentina
2024-01-01,América. América del Sur. Argentina,52.564240033,América,América del Sur,Argentina
2024-02-01,América. América del Sur. Argentina,53.123842108,América,América del Sur,Argentina
2024-03-01,América. América del Sur. Argentina,58.664069638,América,América del Sur,Argentina
2024-04-01,América. América del Sur. Argentina,56.736971099,América,América del Sur,Argentina
2024-05-01,América. América del Sur. Argentina,66.670062528,América,América del Sur,Argentina
2024-06-01,América. América del Sur. Argentina,54.833516327,América,América del Sur,Argentina
2024-07-01,América. América del Sur. Argentina,76.28043653,América,América del Sur,Argentina
2024-08-01,América. América del Sur. Argentina,62.766800261,América,América del Sur,Argentina
2024-09-01,América. América del Sur. Argentina,68.655521187,América,América del Sur,Argentina
2024-10-01,América. América del Sur. Argentina,94.767363405,América,América del Sur,Argentina
2024-11-01,América. América del Sur. Argentina,120.67434519,América,América del Sur,Argentina
2024-12-01,América. América del Sur. Argentina,82.805185901,América,América del Sur,Argentina
2025-01-01,América. América del Sur. Argentina,86.063489785,América,América del Sur,Argentina
2025-02-01,América. América del Sur. Argentina,83.642889986,América,América del Sur,Argentina
2025-03-01,América. América del Sur. Argentina,81.990697145,América,América del Sur,Argentina
2025-04-01,América. América del Sur. Argentina,95.632386039,América,América del Sur,Argentina
2025-05-01,América. América del Sur. Argentina,81.828611444,América,América del Sur,Argentina
2025-06-01,América. América del Sur. Argentina,92.160788452,América,América del Sur,Argentina
2025-07-01,América. América del Sur. Argentina,99.324065258,América,América del Sur,Argentina
2025-08-01,América. América del Sur. Argentina,71.225254828,América,América del Sur,Argentina
2025-09-01,América. América del Sur. Argentina,100.58818996,América,América del Sur,Argentina
2025-10-01,América. América del Sur. Argentina,96.110685916,América,América del Sur,Argentina
2025-11-01,América. América del Sur. Argentina,84.108586113,América,América del Sur,Argentina
2025-12-01,América. América del Sur. Argentina,93.645303194,América,América del Sur,Argentina
2026-01-01,América. América del Sur. Argentina,90.078319239,América,América del Sur,Argentina
2026-02-01,América. América del Sur. Argentina,83.294732441,América,América del Sur,Argentina
2026-03-01,América. América del Sur. Argentina,100.48641318,América,América del Sur,Argentina
2026-04-01,América. América del Sur. Argentina,93.754758156,América,América del Sur,Argentina
2026-05-01,América. América del Sur. Argentina,93.940718223,América,América del Sur,Argentina
2026-06-01,América. América del Sur. Argentina,91.264205765,América,América del Sur,Argentina
2003-01-01,Europa. Unión Europea,363.71835125,Europa,,Unión Europea
2003-02-01,Europa. Unión Europea,352.63715097,Europa,,Unión Europea
2003-03-01,Europa. Unión Europea,465.03075343,Europa,,Unión Europea
2003-04-01,Europa. Unión Europea,488.02914566,Europa,,Unión Europea
2003-05-01,Europa. Unión Europea,465.30319846,Europa,,Unión Europea
2003-06-01,Europa. Unión Europea,404.40141422,Europa,,Unión Europea
2003-07-01,Europa. Unión Europea,376.22802814,Europa,,Unión Europea
2003-08-01,Europa. Unión Europea,451.27832433,Europa,,Unión Europea
2003-09-01,Europa. Unión Europea,396.50495506,Europa,,Unión Europea
2003-10-01,Europa. Unión Europea,358.42444742,Europa,,Unión Europea
2003-11-01,Europa. Unión Europea,322.50184417,Europa,,Unión Europea
2003-12-01,Europa. Unión Europea,465.83740143,Europa,,Unión Europea
2004-01-01,Europa. Unión Europea,482.6465851,Europa,,Unión Europea
2004-02-01,Europa. Unión Europea,600.67810467,Europa,,Unión Europea
2004-03-01,Europa. Unión Europea,786.85247153,Europa,,Unión Europea
2004-04-01,Europa. Unión Europea,697.04214372,Europa,,Unión Europea
2004-05-01,Europa. Unión Europea,700.84297987,Europa,,Unión Europea
2004-06-01,Europa. Unión Europea,594.62917862,Europa,,Unión Europea
2004-07-01,Europa. Unión Europea,792.11205992,Europa,,Unión Europea
2004-08-01,Europa. Unión Europea,692.11115547,Europa,,Unión Europea
2004-09-01,Europa. Unión Europea,711.28402059,Europa,,Unión Europea
2004-10-01,Europa. Unión Europea,615.19113665,Europa,,Unión Europea
2004-11-01,Europa. Unión Europea,609.88123242,Europa,,Unión Europea
2004-12-01,Europa. Unión Europea,620.51432937,Europa,,Unión Europea
2005-01-01,Europa. Unión Europea,720.24224465,Europa,,Unión Europea
2005-02-01,Europa. Unión Europea,665.499147,Europa,,Unión Europea
2005-03-01,Europa. Unión Europea,974.58043748,Europa,,Unión Europea
2005-04-01,Europa. Unión Europea,810.38642409,Europa,,Unión Europea
2005-05-01,Europa. Unión Europea,849.55763656,Europa,,Unión Europea
2005-06-01,Europa. Unión Europea,794.01221831,Europa,,Unión Europea
2005-07-01,Europa. Unión Europea,728.74109174,Europa,,Unión Europea
2005-08-01,Europa. Unión Europea,659.79220747,Europa,,Unión Europea
2005-09-01,Europa. Unión Europea,789.68771494,Europa,,Unión Europea
2005-10-01,Europa. Unión Europea,805.06996448,Europa,,Unión Europea
2005-11-01,Europa. Unión Europea,684.40824385,Europa,,Unión Europea
2005-12-01,Europa. Unión Europea,907.61775055,Europa,,Unión Europea
2006-01-01,Europa. Unión Europea,951.61370787,Europa,,Unión Europea
2006-02-01,Europa. Unión Europea,1103.9081364,Europa,,Unión Europea
2006-03-01,Europa. Unión Europea,1436.1511569,Europa,,Unión Europea
2006-04-01,Europa. Unión Europea,1544.9158322,Europa,,Unión Europea
2006-05-01,Europa. Unión Europea,1493.4517509,Europa,,Unión Europea
2006-06-01,Europa. Unión Europea,1562.0445046,Europa,,Unión Europea
2006-07-01,Europa. Unión Europea,1220.0485689,Europa,,Unión Europea
2006-08-01,Europa. Unión Europea,1301.9268769,Europa,,Unión Europea
2006-09-01,Europa. Unión Europea,1432.1739556,Europa,,Unión Europea
2006-10-01,Europa. Unión Europea,1116.7465591,Europa,,Unión Europea
2006-11-01,Europa. Unión Europea,843.20189767,Europa,,Unión Europea
2006-12-01,Europa. Unión Europea,1483.1835927,Europa,,Unión Europea
2007-01-01,Europa. Unión Europea,1344.4499277,Europa,,Unión Europea
2007-02-01,Europa. Unión Europea,1227.2821666,Europa,,Unión Europea
2007-03-01,Europa. Unión Europea,1397.7035848,Europa,,Unión Europea
2007-04-01,Europa. Unión Europea,1736.5566415,Europa,,Unión Europea
2007-05-01,Europa. Unión Europea,1509.0213841,Europa,,Unión Europea
2007-06-01,Europa. Unión Europea,1563.8560021,Europa,,Unión Europea
2007-07-01,Europa. Unión Europea,1149.9400396,Europa,,Unión Europea
2007-08-01,Europa. Unión Europea,1426.0656987,Europa,,Unión Europea
2007-09-01,Europa. Unión Europea,1261.5378278,Europa,,Unión Europea
2007-10-01,Europa. Unión Europea,1401.1790415,Europa,,Unión Europea
2007-11-01,Europa. Unión Europea,988.58116936,Europa,,Unión Europea
2007-12-01,Europa. Unión Europea,1251.9428622,Europa,,Unión Europea
2008-01-01,Europa. Unión Europea,1424.4673811,Europa,,Unión Europea
2008-02-01,Europa. Unión Europea,1305.5942086,Europa,,Unión Europea
2008-03-01,Europa. Unión Europea,1931.3807239,Europa,,Unión Europea
2008-04-01,Europa. Unión Europea,1787.6625703,Europa,,Unión Europea
2008-05-01,Europa. Unión Europea,1675.4354503,Europa,,Unión Europea
2008-06-01,Europa. Unión Europea,1524.6817548,Europa,,Unión Europea
2008-07-01,Europa. Unión Europea,1392.6797785,Europa,,Unión Europea
2008-08-01,Europa. Unión Europea,1258.0841558,Europa,,Unión Europea
2008-09-01,Europa. Unión Europea,1007.0958315,Europa,,Unión Europea
2008-10-01,Europa. Unión Europea,866.31356838,Europa,,Unión Europea
2008-11-01,Europa. Unión Europea,665.21170831,Europa,,Unión Europea
2008-12-01,Europa. Unión Europea,768.21834516,Europa,,Unión Europea
2009-01-01,Europa. Unión Europea,642.45937653,Europa,,Unión Europea
2009-02-01,Europa. Unión Europea,668.25790808,Europa,,Unión Europea
2009-03-01,Europa. Unión Europea,900.96679331,Europa,,Unión Europea
2009-04-01,Europa. Unión Europea,795.48641577,Europa,,Unión Europea
2009-05-01,Europa. Unión Europea,728.00433478,Europa,,Unión Europea
2009-06-01,Europa. Unión Europea,754.0493777,Europa,,Unión Europea
2009-07-01,Europa. Unión Europea,916.36410132,Europa,,Unión Europea
2009-08-01,Europa. Unión Europea,773.83764937,Europa,,Unión Europea
2009-09-01,Europa. Unión Europea,784.00337975,Europa,,Unión Europea
2009-10-01,Europa. Unión Europea,989.46157299,Europa,,Unión Europea
2009-11-01,Europa. Unión Europea,790.08405257,Europa,,Unión Europea
2009-12-01,Europa. Unión Europea,925.06914698,Europa,,Unión Europea
2010-01-01,Europa. Unión Europea,891.22644291,Europa,,Unión Europea
2010-02-01,Europa. Unión Europea,886.29484031,Europa,,Unión Europea
2010-03-01,Europa. Unión Europea,928.9397921,Europa,,Unión Europea
2010-04-01,Europa. Unión Europea,892.50291109,Europa,,Unión Europea
2010-05-01,Europa. Unión Europea,1094.86047,Europa,,Unión Europea
2010-06-01,Europa. Unión Europea,863.13733088,Europa,,Unión Europea
2010-07-01,Europa. Unión Europea,966.769165,Europa,,Unión Europea
2010-08-01,Europa. Unión Europea,1192.6105039,Europa,,Unión Europea
2010-09-01,Europa. Unión Europea,1092.7273346,Europa,,Unión Europea
2010-10-01,Europa. Unión Europea,1130.8085059,Europa,,Unión Europea
2010-11-01,Europa. Unión Europea,1000.570557,Europa,,Unión Europea
2010-12-01,Europa. Unión Europea,1386.9630205,Europa,,Unión Europea
2011-01-01,Europa. Unión Europea,1054.0125554,Europa,,Unión Europea
2011-02-01,Europa. Unión Europea,1236.748599,Europa,,Unión Europea
2011-03-01,Europa. Unión Europea,1557.1985105,Europa,,Unión Europea
2011-04-01,Europa. Unión Europea,1484.7927638,Europa,,Unión Europea
2011-05-01,Europa. Unión Europea,1456.1076454,Europa,,Unión Europea
2011-06-01,Europa. Unión Europea,1337.1617021,Europa,,Unión Europea
2011-07-01,Europa. Unión Europea,942.24293032,Europa,,Unión Europea
2011-08-01,Europa. Unión Europea,1087.4119776,Europa,,Unión Europea
2011-09-01,Europa. Unión Europea,1011.3426131,Europa,,Unión Europea
