periodo,origen,importaciones_musd,continente,subregion,pais
2023-04-01,América. América del Norte. Canadá,98.227119205,América,América del Norte,Canadá
2023-05-01,América. América del Norte. Canadá,61.29556555,América,América del Norte,Canadá
2023-06-01,América. América del Norte. Canadá,85.298812413,América,América del Norte,Canadá
2023-07-01,América. América del Norte. Canadá,86.672216344,América,América del Norte,Canadá
2023-08-01,América. América del Norte. Canadá,73.124286892,América,América del Norte,Canadá
2023-09-01,América. América del Norte. Canadá,67.250331708,América,América del Norte,Canadá
2023-10-01,América. América del Norte. Canadá,66.763790761,América,América del Norte,Canadá
2023-11-01,América. América del Norte. Canadá,49.809859632,América,América del Norte,Canadá
2023-12-01,América. América del Norte. Canadá,49.563637977,América,América del Norte,Canadá
2024-01-01,América. América del Norte. Canadá,57.88017719,América,América del Norte,Canadá
2024-02-01,América. América del Norte. Canadá,35.772098701,América,América del Norte,Canadá
2024-03-01,América. América del Norte. Canadá,45.539305285,América,América del Norte,Canadá
2024-04-01,América. América del Norte. Canadá,44.755967568,América,América del Norte,Canadá
2024-05-01,América. América del Norte. Canadá,52.904190944,América,América del Norte,Canadá
2024-06-01,América. América del Norte. Canadá,46.152239627,América,América del Norte,Canadá
2024-07-01,América. América del Norte. Canadá,53.617645242,América,América del Norte,Canadá
2024-08-01,América. América del Norte. Canadá,45.765129015,América,América del Norte,Canadá
2024-09-01,América. América del Norte. Canadá,48.469115532,América,América del Norte,Canadá
2024-10-01,América. América del Norte. Canadá,44.926130369,América,América del Norte,Canadá
2024-11-01,América. América del Norte. Canadá,57.539008545,América,América del Norte,Canadá
2024-12-01,América. América del Norte. Canadá,56.258151597,América,América del Norte,Canadá
2025-01-01,América. América del Norte. Canadá,48.954012915,América,América del Norte,Canadá
2025-02-01,América. América del Norte. Canadá,62.243815337,América,América del Norte,Canadá
2025-03-01,América. América del Norte. Canadá,60.032434786,América,América del Norte,Canadá
2025-04-01,América. América del Norte. Canadá,58.258311468,América,América del Norte,Canadá
2025-05-01,América. América del Norte. Canadá,64.201075256,América,América del Norte,Canadá
2025-06-01,América. América del Norte. Canadá,77.206068547,América,América del Norte,Canadá
2025-07-01,América. América del Norte. Canadá,82.130682379,América,América del Norte,Canadá
2025-08-01,América. América del Norte. Canadá,42.154994692,América,América del Norte,Canadá
2025-09-01,América. América del Norte. Canadá,87.678486025,América,América del Norte,Canadá
2025-10-01,América. América del Norte. Canadá,62.993309701,América,América del Norte,Canadá
2025-11-01,América. América del Norte. Canadá,70.744348894,América,América del Norte,Canadá
2025-12-01,América. América del Norte. Canadá,39.30381875,América,América del Norte,Canadá
2026-01-01,América. América del Norte. Canadá,35.674586937,América,América del Norte,Canadá
2026-02-01,América. América del Norte. Canadá,79.181408393,América,América del Norte,Canadá
2026-03-01,América. América del Norte. Canadá,63.650973865,América,América del Norte,Canadá
2026-04-01,América. América del Norte. Canadá,61.509276444,América,América del Norte,Canadá
2026-05-01,América. América del Norte. Canadá,49.076025268,América,América del Norte,Canadá
2026-06-01,América. América del Norte. Canadá,108.3648461,América,América del Norte,Canadá
2003-01-01,América. América del Sur. Brasil,183.433208853771,América,América del Sur,Brasil
2003-02-01,América. América del Sur. Brasil,162.337167255605,América,América del Sur,Brasil
2003-03-01,América. América del Sur. Brasil,128.082110889866,América,América del Sur,Brasil
2003-04-01,América. América del Sur. Brasil,160.162211860723,América,América del Sur,Brasil
2003-05-01,América. América del Sur. Brasil,139.793149496956,América,América del Sur,Brasil
2003-06-01,América. América del Sur. Brasil,158.869479683105,América,América del Sur,Brasil
2003-07-01,América. América del Sur. Brasil,153.127910263417,América,América del Sur,Brasil
2003-08-01,América. América del Sur. Brasil,168.765256737145,América,América del Sur,Brasil
2003-09-01,América. América del Sur. Brasil,169.822656967653,América,América del Sur,Brasil
2003-10-01,América. América del Sur. Brasil,198.74079273586,América,América del Sur,Brasil
2003-11-01,América. América del Sur. Brasil,201.075709655009,América,América del Sur,Brasil
2003-12-01,América. América del Sur. Brasil,215.886326571785,América,América del Sur,Brasil
2004-01-01,América. América del Sur. Brasil,263.732689159498,América,América del Sur,Brasil
2004-02-01,América. América del Sur. Brasil,139.708065088481,América,América del Sur,Brasil
2004-03-01,América. América del Sur. Brasil,232.691299062187,América,América del Sur,Brasil
2004-04-01,América. América del Sur. Brasil,207.219336255466,América,América del Sur,Brasil
2004-05-01,América. América del Sur. Brasil,208.649514778,América,América del Sur,Brasil
2004-06-01,América. América del Sur. Brasil,187.47843526029,América,América del Sur,Brasil
2004-07-01,América. América del Sur. Brasil,254.879998653854,América,América del Sur,Brasil
2004-08-01,América. América del Sur. Brasil,227.422835027094,América,América del Sur,Brasil
2004-09-01,América. América del Sur. Brasil,295.326895813804,América,América del Sur,Brasil
